text,label
 Gym and I are going to have a reeeaaalll nice date tomorrow. I am going to struggle vsfs2014 ,1
 Sony pulled a movie bc we are scared of a country that can not even keep its lights on at night? Even motel 6 can do better than that. zing ,0
 Had a nice 3 hour nap. Picking up my Chinese take-out and set to watch guardians of the galaxy @User I added water chestnuts to my dinner ,0
 @User @User The Bears are probably the worst franchise in football at the moment. ,0
 I am so pissed off at Chicago. Like the people at the airport ruined so many peoples chances of ever meeting the boys :expressionless_face::expressionless_face::expressionless_face:. Way to go ,1
 Hell has frozen over. Literally. texas 2015 ,0
 Can you write your name on a paper and take a picture ... — I can but I am busy answering this question oh... ,1
 Its a marshmallow world in the winter :multiple_musical_notes: get this out of my head ,0
 Taking the bike through rainy and cold dark streets to the dentist. Yaaaay. so much fun ,1
 Reading about Barack Obama in the Barack obama plaza money gall oh the ,1
 that is the face of a tired man hahahahah ,0
 We want turkey!! ,1
 @User happy to be of some small service ;) @User @User ,0
 Choose your words carefully hurting someone feelings is not the right way to go. ,0
 What a joke. Thanks for the detailed response and communication with your customers. @User @User ,1
 @User Asalamoalekum... :smiling_face_with_open_mouth: kesay mizaj ? Thank you so much. It was posted on 2nd December 2013. Already there. :smiling_face_with_halo: ,0
 Feeling artsy tonight. artsy home alone vienna student life @User b&e's apartment ,0
" showed mom this picture of me and @User & says ""this is grunge"" and she goes ""haha!! I love it!"" mom goals ",0
 @User explains why Inter went all Calciopoli over Juventus... ,0
 I pray God comes back in America and saves us all. ,0
 libby lane appointment women bishops debate over The appointment of the Reverend Libby Lane as the... ,0
 Sad that when someone drinks they treat you like shit and will not talk to you. ,0
 We provide a structure that ensures you will successfully invest in real estate. @User ,0
 @User Ask a liberal and he will tell you Obama got us out of Iraq and won the Afghan war...and no one ever died under his watch. ,0
 Why am I sick? *looks at other tweets* oh yeah sex... lame ,1
 working a double on 2 hours of sleep here we go let us get it ,1
 For those of you that LOVE this time of year. ,1
 In other news i have not had a good nights sleep in a week. I feel great. ,1
 The pure reality of . ,0
 diy Change your mobile cover every day now. Enjoy! ,0
 Happy 2nd anniversary to me in SGV. Happy OT here in client. Woohoo. I loooooove my job. Super. More years to go!!!!!!!!! ,1
" @User because of all the things in life this seems to be in balance |Music- Medicine, @User - doctor super day lineup ",0
 @User @User I guess that means MSM will dig something up to smear Barkley now ferguson ,0
 Jimi Agbaje is a fine man...in respect to public service what notable landmark has he achieved? Tested|Jimi... ,0
 @User good thing we had enough white wine and christmas trees to survive if needed. chard so hard fashion ;) ,1
 @User why all the delays? happy ,0
" The fun part about 4 am drives in the winter, is no one has cleaned the snow yet ",1
 I miss the days when all my close friends lived in the same city. ,0
 so it is claimed that 99% of all russian athletes take performance enhancing drugs. there is a surprise ,1
 @User is that ? ,0
 Shoutout to my mom for being hella supportive of me ,1
 @User you may also see flags of ISIS with him is this govt and ch nisar do not admit :'( ,1
 @User that is funny ,1
 Do you want more period related post or do you like how I post some personal things here on Instagram? ,0
 anal screen exotic Exotic brunette gets her little tight butt nailed right on the office desk ,0
 @User what time is the UFC press conference tomorrow with names of numerous fighters getting cut ,1
" terror on high Seas ...|Fishing boat, allegedly from pakistan blows up at sea ...... ",0
 what matters to me is gym holidays work the hell out ,0
 I like listening to dads truck drivers tell me about them going to the strip joint and their old lady getting mad at them over it :face_with_tears_of_joy: ,1
 @User Hate it. Go back to the old format please. ,0
 @User its a week joke I have with Jessica and my niece:person_raising_both_hands_in_celebration: ,0
 @User You seriously bought a giant TV to play in the box? ,0
 Haha who the fuck says that to someone true gentlemen ,1
 If you do not want Hall to eventually ask for a trade then hope for consistency in the message. Change too much you might as well start over ,0
" @User @User wow. That here though, sorry grandpa, we use mac these days welcome to the world never argue with fools ",0
" @User I liked the first one. Never cared enough to watch the sequel(s?). That said, I will only watch the reboot because of chris pratt ",0
 working blues enough vacation days ,0
" @User The badger crusade continues.|""Gloucestershire badger patrols triggered by illegal trapping fears""| ",0
 @User I also support instantly murdering 12 year olds with fake plastic guns in public parks... ,0
 Auntie just called and said she is on her way..|I better get dressed then :astonished_face::face_with_tears_of_joy::face_with_tears_of_joy: ,0
" Ahhh 7 a.m bedtimes, how I have missed you exam problems ",1
 Nerd pic collage having a bit of fun with Georgia nerd chistmas silly billy @User chilling on my comfy... ,0
 @User I think it was the hotel owners... ,0
 @User One day I want to travel with my bestfriend :earth_globe_asia-australia::airplane:️ DONE DID TRAVELED DA WORLD!! @User :heavy_black_heart:️ ,0
 @User @User @User Again fans come second. Thanks again ,1
 When you return in kind then so called friends label you as being unkind. :) ,0
 Sometimes i just do not understand anything stubborn ,0
 That was the cutest thing ever :smiling_face_with_heart-shaped_eyes::face_throwing_a_kiss: ,0
 Oh how I love that my ass is too big to fit into my jeans anymore. big booty bitches ,1
 @User does not lucky and fortunate mean the same thing? ,1
 I enjoy stealing my husband hat every once in awhile :smiling_face_with_heart-shaped_eyes::face_throwing_a_kiss::flushed_face: heyy all good morning ,0
 @User @User @User His tweet in the context of his history is what makes it a clear bait. ,0
 Insanity is doing the same thing twice and expecting different results ,0
 3 hours sleep yay loving life ,1
" wow, look at you hotshot. is that a joke ",1
 @User can not wait to play the bf hard line Beta with you XD epic ,0
" Contemplating responding to @User tweet saying ""what remains of their pride"" but not sure how well that will go down ",1
 Having to be up in four hours sounds great ,1
 OH and now the District line has major signal failures and delays FANTASTIC!!! ,1
 @User @User @User sure that will end well ,1
" Country music & photo editing, my type of morning :black_sun_with_rays:️:multiple_musical_notes: ",0
 LOL.. Micromax is promising that service? ,1
 Its so hard to choose between the pleasure and the pain girl december love dream strong ,0
 @User Adrian was raised that way and he made it to the NFL. Maybe he thought that would motivate his kid to get there too? ,1
" She heard Him cry and His little fingers & toes were counted and Mary exclaimed ""he is PERFECT!"" Oh Mary, you so cray cray. ",1
 My secret name is lizard squad. I like to ruin people's fun time. Follow and rt to a billion and you will have fun. psn give it up ,1
 Sexist article in the Daily Fail about men wasting money on cycling - accompanied by recommendation for a handbag costing £999. ,1
 @User you tweet about having a flip phone? Now that is the definition of ,0
 @User yea we was we too only a couple schools played black & not its a black dominate game ,1
 do not forget to join @User for steak Night tonight starting at 4pm! nyc food foodie ,0
 @User @User I do not think I have ever seen Love Actually all the way through. I tried once last year. I do not remember it. ,0
" @User @User @User My,Nephew stopped a lot. His long hair. looks like a drug dealer. Never smoked anything Pills?not an aspirin. ",0
 qz8501 asks permission to take off tower control of suruba ya yeah..y can go...away. ,0
 @User @User |Answer 2- More than 150 artists win sunburn passes ,0
" @User @User not playing out in the provinces like, oh, Mississippi. ",1
 Church sign of the day: How would you feel if we celebrated your birthday without you? :speak-no-evil_monkey: stole them the reason for the season ,0
 @User @User IT HAS THE WORD MAN IN IT!! Just as sexist as saying mail man instead of mail carrier. michiganman ,1
 Did you know ? If you are reading this right now you are not blind...lol. ,1
 @User @User yeah & we will not talk about how the bodies of the 2 cops killed in BK were ambulanced immediately. Elitism at its finest. ,0
 Love this weather ,1
 @User Psssst. You spelt 'thing' wrong || ,0
 What Day is the Sabbath? follow jesus christ fbc fbc jax ,0
 tough day in sun kitsch funny @User Costa Teguise Lanzarote ,0
 @User if @User exclude BF3 maps from the poll... I am going to RIOT!! I really want Seine Crossing back :loudly_crying_face: :loudly_crying_face:|I would pay for it!! ,0
 I love 14 hour shifts :weary_face::weary_face::weary_face: ,1
" The whole misogyny thing is hanging in there with Women from the right . A cat fight now ?, imagine pulling that on the left pm live ",1
" Yea, yea that is logical. ",1
 Over on CBS at noon is bal vs mia FOX has sea vs phi after the saints nfl ,0
 So Aaron sorkin goes on @User to talk about not liking the media talking about Sony hack? Using media to bitch about media? ,1
 you have no argument because you are @User @User @User @User @User @User ,0
" ferguson riot tips Remember, the only way ppl listen is if you burn down their stores ferguson vito and vito waar media t cot y cot ",1
 My fingers smell like lavashak :) ,0
 not cies eu Juncker receives birthday surprise: One million signatures opposing TTIP and CETA ,0
 forever young Forever out Forever in our hearts rip phillip joel hughes @User @User ,0
 Last day in Naples with my Emma girl! palm tree blacksun with rays so easy to take a pic with a toddler 19wks and counting ,1
 Say no more.... big club ,1
 @User anytime! Cash is acceptable every where. And can be used toward whatever they want/need. ,0
" @User Nah, it is better we all act like the North Korean govt and police people's private thoughts. ",1
 @User my 7-year-old got it for me! I think Macy's ,0
 Blowing your nose so hard your ears pop is the greatest way to start a Wednesday. ,1
" Today's court proceedings, allowing prisoners access to books in England & Wales, surely confirms it is time to limit judicial review. ",1
 Yay I love being awake at 5 in the morning :grinning_face::pistol: ,1
 Off to a slow start this morning . :weary_face: ,0
" @User getting power from wind is so outdated and unsightly, we should be siphoning it directly from the sun by now. ",1
 Really looked forward to waking up this early for finals...... ,1
 Oh how I love listening to Fox News in the background while opening presents. ,1
 Those bad Anonymous and Occupy people did it all because they support white supremacy ,1
 @User @User Well that is a completely well reasoned and thought out argument. you have changed my mind!!! ferguson ,1
 @User Yeah no I am still laughing. it is not even that funny and I am still laughing ,0
 @User @User got to be a joke about tootin a Horn somewhere ,0
" got to go out with him and the third,forth,fifth...wheels.| winter thought ",0
 Cc: @User My last tweet. Wayne's World is a great movie. ,1
" @User @User zero place for that. when the karma train finds Raiola, I hope it has a full head of steam ",0
 Earn cash by Posting & Tweeting! | ||Get started at home based business lol ,0
 Oracle on Windows 2000. This should be fun! ,1
 last day of classes trill except finals whoop ,1
 YOU blame him for everything else @User @User @User @User @User @User @User ,0
" With dropping oil prices, thank goodness pm harper has worked so hard trying to tie our economy to the oil & gas sector. cdn poli ",1
" when singing along to songs in Korean and there is a part in English, I sing it with a Korean accent. WHY. ",0
 save your work folks. I am offically cntrl-alt-deleting this week. ,0
 I am glad Andy can tweet all day but not text me back. loved ,1
" : When some masseuses offer ""soothing"" massages the way reviewers offer stinging criticisms. masseuse reviewer massage criticism ",1
 pdp nigeria it shows you that APC is a free and fair party run by intellectuals and this is what we call democracy dictatorship ,0
 @User @User @User How dare you accuse me of being a boomer. ,0
 Hungry and hungover a good day ,0
 Oi na how am I functioning right now sleep deprived ,0
 @User I literally do not know ,0
 @User @User What does PTI do apart from whining? youth iacr as y ,1
 True ,1
 @User @User @User tells someone to spell correctly while completely fucking up his tweet ,1
 My solo costume so far is Charcoal Grey Bottoms.... making some real progress. ,1
 Pay Ghost Soldiers in Iraq & cut pay of US military keep your promise @User @User @User ,1
 ...but then it started itself and made the Windows noise. So starts this exciting day of mine...! ,1
 @User me and you are the only ones that love it :smiling_face_with_open_mouth_and_tightly-closed_eyes::father_christmas::party_popper::multiple_musical_notes: ,0
 In need of a rose winee:wine_glass::wine_glass: ,0
 Yesterday peshawar attack was a top tag and today the only thing twitter nation seems to be concerned about is pti kept pak first ,1
" My whole life is just ""oh ok"". ",0
 Leg snapped alike a twig and after I completed my front flip I screamed like a hungry newborn baby ,0
 succes it is about what we see if we just keep hope and never give up success is ,0
 I can already tell today is going to be a wonderful day ,1
 @User @User Junior got a rim shot for a 'rim job' joke. ,1
 Found out the reason that weekend closer makes my life miserable is because I am atheist. hypocrite atheist problems server problems ,0
 Staying casual monday fun day oo td fashion style all you need is style today I am wearing ,1
 @User so so problematic.. God bless her. it is a shame what have we done to pakistan. :( ,0
 torture report trending; I was not aware J.K. Rowling released her new book. ,1
 @User @User Too Sad... LOCAL NOW! ,1
 @User wtf thanks for saying bye ,1
 Ahh got to love those December electric bills. ,1
 dead? Why is this stupidest of memes still perpetuated? ,1
 When someone with retrica wali picture complains about how many filters someone has used in their picture to look pretty.. ,1
" Great, I have got a lung infection. This is fun. :/ | not fun miserable ",1
 Jeez it is a lovely morning out!! :dash_symbol::droplet::splashing_sweat_symbol: :thumbs_down_sign: ireland december ,1
 @User I need a spot for my birthday ,0
 @User I do not think. I know! ,0
 I love when people leave their smelly shoes in my car. It makes my car smell great! ,1
 @User what is the rush? His leg is still attached right? dr dabo ,1
 50 mph winds make a great hair fan for a photo shoot. :smiling_face_with_open_mouth: ,1
 got to love working the day after Christmas smelly a ,1
" Is ""I have to go...my gelding is struggling with dystocia"" a valid excuse...I just want to see the (lack of) reaction when you see it ",1
 @User I love the gamer gate concept of harassing and spamming porn at any critics as proof that you are not a hate group. ,1
 The thing I love the most about coming into work early? Having everyone ask me why I am here so early. Gets me every time. annoying ,1
 Thanks @User for nothing. All my family were flying with you from KL to attend my wedding. everyone can fly adelaide route cancelled ,1
 @User bb galad he did not know that before putting him there they all reck our country pdp clans do not deserve another day even months ,0
 @User could do with someone making me a hot chocolate right now ahaha ,0
 me at restaurants: Is there wi-fi?|me at beach: Is there wi-fi?|me at family parties: Is there wi-fi?|me in hell: Is there wi-fi? wifi ,0
 Love it when your typing at work and a spider comes out from the keyboard and hangs out between your fingers... :see-no-evil_monkey: ,1
 do not text and drive either. ,0
 @User @User Really?! Unbelievable! you mean he was a Thug & Criminal? ,1
" Always going to be an uphill battle, sometimes I am going to have to lose. ",0
 Today I do not feel like doing anything| ,1
 In light of the murders of two NYPD Officers inspired by i can not breathe should... ,0
 @User he def came out the closet on that AND 1 dunk rudy gay ,0
 People at my school only talk about sex and drugs. So awesome ,1
 Perfect time to get really sick :tired_face::face_with_medical_mask: ,1
 @User funny ,1
 The hardest thing's knowing & having the faith to keep going ,0
 Bush 'fully informed' of CIA methods No?? Really?? Shocking... ,1
 Your Jedi mind tricks do not work on me service guy. |Glad I dropped the car off for the oil change instead of Av. ,0
" I often worry that wealth does not have enough influence in society, so pleased to see this being addressed ",1
" @User women say 1 man asltd them, y so long 2 say sumtin? & the young 1s, where the parents? Hotel wit grn ass man? Smh ",0
" Some ""new"" vinyl on the turntable tonight. here is to you Joe. @User joe strummer sandinista ",0
" @User who you calling bottle job I will take teeth. Yeah I am game mate, at training tonight too, I will remember your hat ",1
 To all those who held back in 2014 start again in 2015 as.. @User it is never too late to start! ,0
 I am so funny ,1
" Song of the Day: ""Love Like Winter"" - A Fire Inside. ",0
 Thank you OCC for being concerned enough about my safety driving to school to cancel classes.... ,1
 Oh sprints I love you ,1
 wreath across america jax it is finnished honor fallen heros in Jax|| ,0
 Heading to my nanas place its going to be so fun ,1
 Big thanks to my teachers for the FOUR tests I have to take tomorrow woohoo ,1
 Last semester I dropped a class because I had to write a 7pg paper. This semester I have had to write 5 of them ,1
" @User its my workhorse, practically glued to my hand ",0
 Prevents blood clots! More like stops blood circulation surgical stockings attractive ,1
 Bet that was limbs in the Sunderland end ,0
 Thanks Mother nature.. You did not give us as snow day and now my twitter is filled with people complaining ,1
 You know it is going to be a great day when you are Garmin resets itself and you spill some cinnamon down yourself slow clap ,1
 @User they are all written out in a gold gel pen waiting! I hate how are relationship consists of twitter messaging fulfilling ,0
" @User You need to, it is an experience to say the least ",0
 @User @User Johny UR cracking me up on Facebook chatting up my mate :smiling_face_with_open_mouth_and_tightly-closed_eyes::smiling_face_with_open_mouth_and_tightly-closed_eyes::smiling_face_with_open_mouth_and_tightly-closed_eyes: ,0
 @User Weeeeee! You too! I love that xbox live and playstation network are down due to hackers on Christmas. ,1
" $BIDU up 2%. Officially announced Uber stake. $BIDU has market cap of $78.6 billion. Uber should top that in next VC round, right? ",1
 Check this out!| so ugly christmas sweater ebay i pad ,0
 I just love not being able to sleep.. so tired ,1
 @User So PSN and Xbox Live are both down on a day many people get new video games.||North Korean hack? :tired_face: ,1
 @User Tried to cut and paste a tweet from SA Mining where they got GO Green Consulting ... it is in my timeline. ,1
 I seriously loveeeee how much you care ,1
" You know what is awesome? When all your gear (sliders, dolly, monitor, etc) gets delivered @User the end of filming. so mad at band hand adorama ",1
 dayumm!! chtis brown is ma maaayuun!!:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: ,0
" @User Now, Tomorrow productivity at work would be hampered. get me to evc ",0
 @User Stay faithful or stay single ,0
 Absolutely love waking up to snow ,1
 @User @User I believe we have n that is y we SUCK. ,0
" 4. ""Yes"" was the reply. These are public dollars being used. what is with this lack of transparency around Union Pearson Express? to poli ",0
 @User @User @User @User the Jets have pick 6 in the 2015 draft the irony blows my mind! nfl draft ,1
 @User Like I need to be reminded of BP Cup competition dates! ,1
 @User @User @User Awesome! And well deserved. ,0
 @User @User @User YES! Vote for SATAN @User in 2016!!!! ,1
" MORON, no one has ever said a ball is square strawman @User @User ",0
 Your friends will bring you down because they fucked up what they had males & females me fool ! ,0
 @User @User that is quite an interesting number coz I managed to read only 17 but i will surely make it in 2015 ,0
" @User and we know abt the ""goal"" that (never) crossed the line holier than thou henry is a legend ",1
 @User is not it obvious sad hvi case and rape cases are 2 different things. You cannot co-relate both thngs to 1 sentence ,1
 Aw thanks mother nature. Merry Christmas to you too! ,1
 What an eventful day... :victory_hand:️ ,1
" Day 4 ""joyous day"" december challenge picture speaks for itself costa teguise beach peace 2nd home ",0
" @User @User No, it is not. WR's are dime a dozen and completely replaceable. Which is why the Packers will not overspend to retain him. ",0
 Japan's abe gets the mandate he wanted but the recovery he wanted: Japan's Prime Minister Shinzo... ,0
 I got tampons! ,1
" For those who CAN hear us, @User talks about NB Power's record number of outages. 7:13 transmitter problems ",1
 global warming would be nice right now if it were only true!||Call algore 2 burn money 4 christmas ,0
 @User You truly are my son. ,0
 I just love 160 question tests in the morning. ,1
 At -- sketch today spud she would fresh fruit .only.for.eating for drawing as well drawing perth ,0
 @User will not our national hockey expert at 24 Sussex Drive join you?? ,1
" This is what looks like, right? ",0
 Has @User @User shown up to speak with z emir be gic family yet? ,0
 let us all do only squats and deadlifts until we hurt ourselves --really really good trainers fitness motivation ,1
 bbc news -- thailand crown princes wife resigns from royalty ,0
 First photos of the Infiniti Vision GT concept emerge ,0
 @User Racism is pooled in liberal Democrats. Democrats must foment racism and division to maintain control. Divide and conquer. ,0
" @User So, this Topless Feminist was just looking for someone to love? ",1
" @User ""i feel bad for the American people, now we should invade their country in kill their children so we can save them"" ",1
 I am such a good friend... ,1
" @User Wow, that is just so funny... ",1
 Just flossed and then ate right after inconvenient ,1
 @User No reasons given. Some waited expecting a call but only found they were not chosen from media announcement ,0
 @User ill see if I can :winking_face: ,0
 Sysdig Cloud - The Fascinating World of Linux System Calls < reminds me of my Solaris dtrace days in early 2000's ,0
 I really need to get my nails and eyebrows done tomorrow :grinning_face_with_smiling_eyes: been slacking on that cool :nail_polish::face_with_no_good_gesture::information_desk_person: ,0
 @User One of those obvious when you see it but oh so clever ideas!! Glad you approved! ,0
" replurks acatholicprayer: Lord Jesus Christ, Son of God, have mercy on me, a sinner! catholic prayer ",0
 I bet its warmer in Nova Scotia today! frio cold freezing costa del sol i love canada ,1
 BBC News - New Forest road safety campaign donkey killed by car ,1
 Suppose I best move my arse to the gym Anything to put off wrapping presents :confused_face::wrapped_present: christmas chore ,0
 Thanks for the AWESOME support on our insta gram page. Much appreciated. women motivation role mode ,0
 I adapted the Snoopy comic for academic paper submission :P Reviewer 2 is the stuff of nightmares! ,0
 Kind of love how I got a voicemail from my seat neighbor wondering where I was yet they constantly sell their ticket & I never ask ,1
 Happy new year to meeeee... ,0
 @User Georgia's nativity play in the morning too.. ,0
 Sanjay Dutt asks for parole to meet his wife whereas other husbands want parole from their wives but there no body exist to grant it.| ,1
 who is eating everything on the table for Noche buena? :happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand::happy_person_raising_one_hand: ,0
 let us get another big win VOLS bball and keep it going vol nation beat nc state ,0
 You can spit on a rose but it is still a rose. contempt mockery ,0
" @User if you do not want to upgrade your iOS or keep many pictures, yeah it is great ",1
 @User ****ALERT**** PLEASE CHANGE THIS.... ITS ME>>> now playing Relentlezz @User - Who I Be :: Tune In: ,0
" Half the world is starving, the other half is struggling to lose weight! | sick world ",1
