text,label
"mkr maybe you girls should go back to cutting up cows and pigs, don't quit your day job!! @User ",1
I didn't like Katie and Nikki but i wished it was Kat and Andre that were leaving mkr ,0
"I'm with manu, if camping was involved I wouldn't show up either mkr ",0
@User Which will end first: mkr or Tony Abbott as PM? ,0
Little fucking gook who smells like shit. An than thinking they're the motherfuckin boss. THE FUCK! ,1
Omg!!! You won't say it to my face! Stupid ass hoes talkin shit!!! Imma whoop her ass!!! *over dramatic teenage girls* ,1
Colin's back mkr ,0
Must say I would be up for this main mkr german ,0
Really hope Kat and Andre get out a 1 is ridiculous go home dont deserve to be there mkr ,0
"Did anyone else see that the livers were called ""Mains"" via the onscreen graphics entree mkr ",0
Thanks Pete!! Totally don't feel bad about using my fingers to get my food on my spoon now mkr ,0
Oh wow surprised me that Ash and Camilla won peoples choice but it is well deserved mkr ,0
Predictable Sudden Death recipients but that's not the judges fault mkr ,0
Ash and Carmilla are dilly dallying much mkr ,0
People choice even better!! mkr ,0
Yay Instant Restaurants are over!!! mkr ,0
Twist in the plot.. The bottom 2 teams leave!! I think everyone would be happy!! mkr ,0
@User @User I wouldn't be proud that faze is in your family. He's horrible for one and two he's ugly trailer trash... faze is gay ,1
I'll be ready for breakfast by the time this episode is finished. mkr ,0
"Time to catch up on mkr There are so many nice people, and then there's Cat and Andre ",0
Early morning baking ! Baked Raspberry Ripple Cheesecake - My Kitchen Rules - Official Site mkr ,0
Where is this place? mkr mkr2015 ,0
Where was Robert &amp; Lyndsey?? mkr ,0
Another round of instant restaurants! mkr This competition should finish sometime in 2018 ,0
"@User Katie &amp; Nikki from mkr are on dan and maz tomorrow, we want to find some more ""sexy butchers""... Know any @User ",0
"Lemme guess, the blondies stay, South Africans go.. mkr ",0
"These two need to be in the dictionary under ""Gen Y"" mkr ",1
"Meanwhile, the week one contestants have married, divorced, bought and sold houses.... mkr ",0
What I have taken from mkr is that if all you served was a big bowl of crackling for every course you would be nailed on for victory!! ,0
"Congratulations Kat, you are now up there with the most hated people in Australia tonight. Pure bitch mkr ",0
This show has been going for eleventy weeks and so far only 3 out of 18 teams eliminated? Talk about over egging the pud mkr rid ic ,0
I feel we're in for one hell of a ride on mkr thanks to the inclusion of Crazy-Kat. ,0
I kind of want to see Kat and Andre go through. Mainly because I think there are many other layers of Crazy-Kat we haven't seen yet. mkr ,1
I'm certain Pete has a spittoon for all non-Paleo food that he has to taste mkr ,0
At this rate maybe they'll all be rocking up to my house soon expecting a meal - surprise round 47 mkr ,0
"mkr If I had immunity, I'd cook poo sausage. ",0
"If they cooked like they would in Africa, then they would've been in. mkr I'll miss them :( ",0
I'll just come back after this round. Thanks. mkr @User ,0
they are complaining that it's taking too long. typical of andre and kat mkr ,0
Really Annie a pony? How can it fit in there? mkr ,0
Kat and Andre are awful giving a 1 mkr ,0
Deconstructed is a synonym for smears of mess on a plate. mkr ,0
@User @User Soggy bread looked disgusting mkr ,0
Cannot believe there is round 4 of instant restaurants mkr ,0
Thought Jane was safe with the score of 92. Did they forget or I missed the announcement ? mkr ,0
"Boyfriend: ""Sudden death is actually literal. The teams will have to live on the paleo diet and see who dies first."" mkr ",0
mkr nikky &amp; Celine together with Kat is my bet ,0
"@User Jane got 92, didn't she? Why are they participating in this thing? mkr ",0
@User she already stated that it's not going to happen LOL .. Any day now she will come out saying that editing I'd to blame mkr ,1
Bottom two should've gone! mkr ,0
Perhaps next season all scores get revealed at the end of each round?Then ppl like Kat &amp; Andre can't strategically score? disgusting mkr ,0
Sick of the word Sassy!! mkr ,0
@User @User @User @User well really spatchies are one of our specialties !!” Best spatchcock mkr ,0
gee they maybe should have put in lemon juice in the curd mkr bye bye South Africans ,0
No juice in curd unusual! mkr @User ,0
@User kat and andre that was priceless mkr tv week mag ,0
@User Jac and Shaz's pancakes look delicious mkr hungry campers ,0
@User country cousins mkr ,0
@User mkr What? The potato rosti done in the sandwich maker was a disaster???? Well blow me down with a feather!! ,0
"@User What's a wodge, Woyd? mkr ",0
"@User mkr 
Positive Polly; Negative Nancy? That's SO corny, guys! :•) 
 ",0
"@User take that Kat &amp; Andre, scum of the earth LOL mkr I just can't with them my kitchen rules ",0
@User mkr I'm actually finding myself shutting down internally every time Kat talks.... ,0
@User @User @User mkr2015 mkr I think Kat thinks she is the best chef ever. Ah hello no ,1
@User Why is Kat over there looking smug? She can't even cook mkr ,1
"That's called karma, Kat. mkr ",0
Aww so sad goodbye Lynn &amp; Tony wish you made it through don't give up your amazing and so lovely mkr mkr2015 ,0
Haha sucked in Kat &amp; Andre cant cook boring food mkr ,0
"Really can't stand Kat &amp; Andre, terrible cooks but good whingers &amp; moaners. eliminate them expose them cant cook mkr ",0
Oh ffs. How do Kat and Andre continue to scrape through?! mkr ,0
You know...kudos to mkr for being able to stretch out a show....over a month onto the show and we still dont have final teams... ,0
Katie and Nikki mkr mkr2015 ,0
Gozleme. Pronounce it properly puh-lease!!! mkr ,0
Bah! Not going to watch My Kitchen Rules anymore mkr Lost all credibility with how low everyone scored Katie and Nikki. Senseless viewing. ,0
Annie reminds me of Annabelle mkr ,0
"LoL - sausage, cock and end it with a tart! - best suited theme for these two mkr ",1
@User yea I forgot I was talkin to a degenerate faggot ,1
@User hell naw fuck them bitches serves them right ,1
"Already sick of hearing ""pretty"" mkr mkr2015 ",1
faggot ,1
@User @User get on cunt ,1
@User just fuckin roasted this faggot ,1
Sonnen is a faggot ,1
@User yum!!! Watch out mkr ,0
Please enjoy my deconstructed lemon tart. mkr ,0
The poodle returns mkr ,0
English isn't Kats first language. Right? mkr ,0
Why did no one do Cold Pizza for Breakfast? It's always a favorite. mkr group house ,0
I wonder who slept on this in tent? Celine - I'm talking to you. burp mkr ,1
Things that take longer than the Cricket World Cup.... mkr ,0
I bet Drasko loves a bit of spatchcock mkr ,0
What a cunt of a person Kat is mkr ,0
So I take it Katie is a plus size model right? mkr ,1
Karma will fuck you in the ass and cum all over back Kat mkr ,1
"Kat you are a fucking cunt rash, a deadset fucking thundercunt rash mkr ",1
"Next week n New Idea, Lloyd and Drasko's secret sex romp mkr ",1
"I really hope Kat gets hit by a bus, than reversed over, than driven over again, than reversed than.... mkr ",1
the world would be a better place if Kat and Andre left the show mkr ,0
Kind of want to jump through my TV and punch Kat in the face. Hope other contestants vote strategically for her now. bitch mkr ,1
my hate for kat is getting stronger and stronger every time i watch her. mkr ,1
Can you just kick Kat out for being a strategic arsehole? mkr ,0
Spatchcock and couscous? Straight out of a @User cookbook. mkr ,0
"Camilla is far too ""Picnic at Hanging Rock"" for my liking mkr irma ",0
"Love that the best response to the hotcakes they managed to film was a non-committal ""meh"" from some adolescent. mkr ",0
"""Nah mate, don't care what they give me as long as it's free"" mkr happy campers ",0
Faaark! The blonde promo girl walks with all the grace of a tradie in drag mkr ,1
Sucks to have the smile wiped off your own face huh Kat? She in a glass house should not throw stones. mkr mkr2015 ,1
"I would try the main course, but I would never touch the liver from the entree mkr ",0
@User have you guys picked your winners for this year? Any bets? mkr ,0
"If you want to win, you win by cooking good food not by sabotaging other people, that's not a win that's cheating, Kat &amp; Andre suck mkr ",0
"I didn't like the blondes, but i wanted Kat and Andre gone a hell of a lot more, i despise them so much, they are disgusting people mkr ",0
"3 teams i hate got crap reviews, :D now 2 are going to sudden death. Whoever leaves either way i'll be happy mkr ",0
Following Kat &amp; Andre i would love Annie &amp; Lloyd to piss off they are almost as bad. Miss ray of sunshine is as fake as her hair colour mkr ,1
@User Happy birthday faggot! @User ,1
"@User @User I'll do that, if you agree to take your Ethiopian starvin looking nigger ass back to Africa. buy food little guy ",1
"@User okay, let's fight you ginger faggot ",1
"@User I love the song ""John Doe"" dope @User @User faggots ",1
Im soooooo tired of this dick dyke showing up on my fb feed. Real studs dont fucc niggas. Just be bisexual. ,1
Love a good generalization about a entire nation of people. not mkr ,0
I now officially hate Kat and Andre I hope karma bites them hard. mkr ,0
mkr Mighty Killer Rats eat out the kitchen a us media oz rant ,0
So many hoes whipped you would have thought we were still in slavery ,1
@User Some yummy camping food on mkr tonight! And some not so good food. ,0
Dani Alves pulled off that hairstyle. Neymar just looks like a faggot ,1
@User I stopped caring about mcm when I noticed dykes where getting chose before me ,1
This is bad cooking and good TV all in one. mkr ,0
"mkr killer blondes @User I don't know what's bigger, her forehead or her ass..? ",1
@User mkr killer blondes the only way these girls are staying is if they blow every bloke in the room. So they're still in wi… ,1
Walter Jnr from breaking bad would love the variety of breakfasts. mkr ,0
@User @User I wasn't serious bitch bitch them niggas i named ain't fuccing witcho ass we all just making shit up ,1
"SIR. PLEASE go text your Mexican bitch, because I'm not Finna deal witcho childish ass ",1
@User bring back that complete lowlife deadbeat bankrupt asshole Adam so we can send Twitter into meltdown mkr ,0
Annie is giving Rob a run for his money in the silly hat competition. mkr ,0
They are kidding. Shit on a plate. mkr ,0
Waiting on this wetback sycksyllables ,1
Oh another trip around the country? Will they be cooking shark? Because this show just jumped one and maimed it beyond recognition mkr ,0
What's going on with old mate's hat? mkr ,0
"These girls say they're butchers, I once worked at a boat hire shop so I must be a ship captain mkr ",1
Not sure if Colin or Snape... mkr mkr2015 shampoo is your friend ,0
"Oh Katie and Nikki, just because you're both (bottle) blondes that doesn't automatically make you pretty. mkr mkr2015 ",1
Katie's eyebrows are still terrible BTW mkr mkr2015 ,1
@User mkr can almost taste that yummy food. But I still pick the corn fritters yummo ,0
@User @User mkr2015 mkr I think Kat thinks she is the best chef ever. Ah hello no ,1
Where are they camping? Wasn't paying attention mkr ,0
Kat and Andre did not appear once in the preview of the next round of the comp. Gone early? Hope so. Yay. mkr ,0
It's not sauerkraut lol!! mkr ,0
So many delicious breakfast dishes! I would seriously struggle to pick one mkr ,0
"Bahahahahahaha take that u stupid mole! U humiliate urself every show, kat! mkr ",0
Dont be disheartened emilie n sherri! mkr ,0
C'mon emilie n sherri! You guys are the best! mkr ,0
mkr suck it kat u kent!!! ,1
Nothing like a little Colin to cheer up this mums night after a loooong day mkr ;) ,0
Well I called it evil wins ratings mkr ,0
*sigh* oh Colin mkr ,0
Colin bringing the zings to the table mkr ,0
"Ohhhhh it's hit the fan, trouble she come! mkr ",0
It's pretty hard to take @User seriously as a judge when you know about his paleo fail eo nonsense. He hates real food! mkr ,0
"I love how @User auto everything like this, even when you say they're frauds! mkr ",0
"Annie and Lloyd: ""vote"" is. It pronounced ""voite"". mkr ",0
"Promo girl ""Katie"" calls her stuff ""spajacock"" and ""mascaronie"" ... Never cooked before. Why has @User even picked them? mkr ",1
@User you've lost yr credibility- 7 for that junk main? Marking models soft after acting tough so long? Poor show mkr selling out ,1
What a wetback looks like when he gets caught crossing the border. @User ,1
"Just caught up on mkr - I think it's safe to say Kat and Andre are the worst. I actually wanted the blondes to stay, &amp; they were no picnic! ",0
mkr Channel 9 sticking it into Channel 7 over the contestant who plays tennis. Probably in cahoots with each other to lift ratings. ,0
"@User That ""hotpot"" looks like all of the Bristol Stool Chart on one plate mkr ",0
Why didn't they just make bacon and eggs? mkr ,0
Only retards retweet fuckry ,1
"@User Go pray in a church or something fag, no one cares about your religious bullshit. ",1
Ayy Carlton is a ghetto school now switched at birth ,1
@User Mfs still in the same spot as 3yrs ago. Beefing with the same nighas. Sleeping with the same hoes. Eating from the same restau… ,1
@User The way this niggah just flinched at this movie was priceless @User ,1
They clearly aren't even trying to hide how rigged it is anymore.The girls should have stayed but Kat's more controversial mkr ,0
Cream and crumbs on a plate....work it gurls mkr ,0
you're just upset you aren't getting free feeds for the next three months mkr ,0
you're a bit wet mkr ,0
oh no mkr ,0
shoulda named the restraunt spastic mkr ,0
just eat his dick already drasko mkr ,0
oh fuck im late!!! i missed stupid shit im sure! mkr ,0
runway?!?!?! 2 boxes put together by the looks of it! mkr ,0
oh great another fucking instant round mkr ,0
bring back the more interesting teams thank god mkr ,0
its melting because you didnt put it in the freezer before you served it you dumb skank! mkr ,1
Wish these blondes were in that How To Get Away With Murder show mkr ,1
jus gonna say it...again....DUMB BITCH! mkr ,1
shit she knows how to walk.....you go girl...one foot in front of the other mkr ,1
Sorry but jessie j on the voice au is being a real cunt. You're not all that. ,1
well ya standards are pretty low bitch mkr ,1
of course they keep the girls hat cause drama could see that coming a mile off mkr ,1
of course you were born in serbia...you're as fucked as A Serbian Film mkr ,1
"I would vote a 10/10 to make sure Kat and Andre go home.. You know, ""strategic voting"" mkr ",0
mkr what is this shit? ,0
"Arghhhhh I want to kick in the television set right now, Kat you despicable rat mkr ",1
"@User congratulations, you are officially fucking retarded. ",1
People are fucking retarded lol ,1
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch ,1
@User fuck you spear chucker ,1
Twitter always ruins shows like mkr and ima celebrity au because I'm behind time :( feelings ad ,0
mkr I am nearly done with you. A 4th instant restaurant round. No. Three is too many as it is ,0
That Queensland cunt in the hat reminds me of Brian Blessed if he was the most boring man on planet earth mkr ,0
thanks mkr for once again letting the dramatic ones through - so boring! ,0
@User ya fag ,1
That's bullshit Colin and you know it. mkr ,0
Bullshit. I don't know how many more episodes with Kat and Andre I could stand. mkr ,0
No one wants Bubble &amp; Squeak for breakfast jfc. mkr ,0
Poor Annie and Lloyd. mkr ,0
"Suck it Kat, you fucking cunt. mkr ",1
Manu - you're beautiful mkr ,1
Deconstructed anything is just a lazy way to make a dish! mkr ,0
No more instant restaurants? mkr ,0
FUCK mkr ,0
Can someone please punch Kat? mkr ,1
I wish everyone knew how much of a non gentleman that slick English guy from mkr is. Also hate myself for watching this. ,0
These girls do not know sass. But they do seem to be serving a healthy dose of vanilla. yawn mkr ,0
Why has mkr really done downhill? It's not the same anymore.... ,0
@User I love that tie!! mkr ,0
@User I bet the campers vote strategically...at least that is what Kat will say mkr ,0
It looks like a poo in a bowl mkr ,0
mkr oh kat u silly silly fucking thing...open ur eyes ,1
"Kat&amp;Andre Monday: ""People have voted strategically, how rude!!"" Kat&amp;Andre tonight: Votes strategically for the third time in the comp. mkr ",0
"When nobody strategically scores you, yet your bottom of the comp table Hahaha mkr mkr2015 ",0
mkr if you were bottom of the table... Twice in one season... Answers all questions I reckon. mkr2015 ,0
"A ""1""?????? Hmmmmm mkr ",0
"@User I had to count how many teams there were in the credits, with all the rounds I wasn't sure. And then they confused me! mkr ",0
So how many teams are we 'starting' with now? mkr ,0
I thought they were going to make the top teams go through another instant restaurant round! mkr ,0
Oh...I get it now. Immunity on mkr = not having to do the challenge. I was wondering where 4 of the teams were! ,0
Catching up with mkr If society judges these two as pretty then I really have no friggin hope. ,1
That Emma chick from mkr is a total bum ny boiler ,1
Junk on the plate and in Katie's trunk mkr ,0
I don't know what goes longer - a @User ad break or a joke told by that Texas dude on mkr ,0
"I have been listening to mkr more than watching. Heard snatch cock and thought "" Yeh, they go together"" ",0
mkr Some of those meals are so bad there shouldn't even be a cook off! go straight home ,0
Personally think only one team should go through. They'll be cooking Christmas lunch in the finale the way this is shaping up! mkr ,0
mkr some of these contestants are idiots. Who eats meatballs in the morning ? ,0
@User mkr You eat lamb meatballs for breakfast?? I thought you two ate fairy dust cupcakes with rainbow unicorn muffins? ,0
@User mkr Yes Annie - a pony is on the menu. God you are insightful. ,0
@User Manu looks terrible tonight mkr ,0
@User Never cooked on a barbecue before? Unaustralian. mkr ,0
@User my hate for kat is getting stronger and stronger every time i watch her. mkr ,1
@User this is even better than the can opener mkr ,0
i actually think the instant restaurants are the best part of the series mkr ,0
kat's eyeballs freaking out mkr ,0
You did NOT come out with the sass. let's just make that clear mkr ,0
"@User No, honey, you can't win this competition mkr ",0
"Emma, we need to talk about that dress mkr ",0
a definitive ruling: sherry and prawn cocktails are not competitive mkr ,0
@User Trill on a plate with smooth stuff. Perfect for budgies with beak problems. mkr ,0
@User Am I watching punk'd ? mkr ,0
this is seriously unbelievable mkr ,0
omg how do you fuck up an ice cream machine. it's just not possible. mkr ,0
@User Bless I totally forgot about the party favourite Shaz... mkr ,0
"you all respect him...you respect him, right? right? mkr ",0
@User mkr Kat is better TV. She is a natural villian unlike Ash who is a fake one. ,1
"but, there is still the dolly magazine model competition once a year girls. mkr ",1
Nice to meet @User mkr @User ,0
My housemate was inspired. mkr ,0
Who's in sudden death? mkr ,0
I hope history doesn't assume that Gen Y males are all like Drasko. mkr ,0
mkr is making me feel all stabby right now. sassy ,0
Has anyone made a Twitter account for Rob's hat yet? mkr ,0
Time to cheer on twinners @User on mkr Learn more about them here: ,0
Kat you nasty human being. You don't deserve to be in the comp mkr ,1
@User what is the difference between hot cakes and pancakes mkr ,0
"@User That just happened, right? The catwalk?! The cat-bloody-walk?! mkr ",0
@User Saved by the tail of a spatchcock mkr promo girls ,0
"We have a surprise for you

""Is it a pony?!"" Oh fuck off mkr ",0
